Merchant ID,Merchant Criteria,Merchant Type
X614122608,(UKE) Usaha Kecil,Automobiles And Vehicles
X608099820,(UMI) Usaha Mikro,Miscellaneous
X608050485,(UMI) Usaha Mikro,Restaurants
X610124013,(UMI) Usaha Mikro,Restaurants
X618089502,(UMI) Usaha Mikro,Restaurants
X618089504,(UMI) Usaha Mikro,Hotels & Motels
X607097366,(UKE) Usaha Kecil,Hotels & Motels
X612088218,(UKE) Usaha Kecil,Restaurants
X609120688,(UMI) Usaha Mikro,Food & Beverages
X607097725,(UMI) Usaha Mikro,Health Service
X609120680,(UKE) Usaha Kecil,Restaurants
X607097726,(UMI) Usaha Mikro,Food & Beverages
X602012265,(UMI) Usaha Mikro,Restaurants
X607097713,(UMI) Usaha Mikro,Transportation
X608099836,(UMI) Usaha Mikro,Miscellaneous
X603057483,(UMI) Usaha Mikro,Health Service
X617097436,(UMI) Usaha Mikro,Restaurants
X610027217,(UME) Usaha Menengah,Restaurants
X617097497,(UME) Usaha Menengah,Restaurants
X618089553,(UMI) Usaha Mikro,Automobiles And Vehicles
X607097751,(UKE) Usaha Kecil,Miscellaneous
X607097763,(UKE) Usaha Kecil,Restaurants
X606064511,(UMI) Usaha Mikro,Restaurants
X615100950,(UKE) Usaha Kecil,Restaurants
X612093960,(UBE) Usaha Besar,Restaurants
X607097940,(UMI) Usaha Mikro,Restaurants
X618087702,(UMI) Usaha Mikro,Restaurants
X615101005,(UKE) Usaha Kecil,Entertainment
X607098115,(UME) Usaha Menengah,Entertainment
X607098118,(UME) Usaha Menengah,Supermarket/Grocery Stores
X603098665,(UMI) Usaha Mikro,Restaurants
X618087767,(UMI) Usaha Mikro,Stationaries/Office
X609120763,(UMI) Usaha Mikro,Food & Beverages
X609120764,(UMI) Usaha Mikro,Food & Beverages
X609120772,(UMI) Usaha Mikro,Restaurants
X617097581,(UME) Usaha Menengah,Restaurants
X609120741,(UMI) Usaha Mikro,Miscellaneous
X608048085,(UMI) Usaha Mikro,Restaurants
X614108615,(UME) Usaha Menengah,Community Agencies
X617097625,(UME) Usaha Menengah,Restaurants
X617097624,(UME) Usaha Menengah,Restaurants
X617097623,(UME) Usaha Menengah,Restaurants
X617097621,(UME) Usaha Menengah,Restaurants
X617097620,(UME) Usaha Menengah,Restaurants
X607100075,(UMI) Usaha Mikro,Miscellaneous
X607097625,(UMI) Usaha Mikro,Miscellaneous
X607099927,(UME) Usaha Menengah,Restaurants
X617097590,(UME) Usaha Menengah,Restaurants
X608099263,(UMI) Usaha Mikro,Restaurants
X601104347,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X601073442,(UKE) Usaha Kecil,Miscellaneous
X605067556,(UKE) Usaha Kecil,Restaurants
X601073427,(UKE) Usaha Kecil,Telecommunication
X608048129,(UBE) Usaha Besar,Restaurants
X617097729,(UME) Usaha Menengah,Restaurants
X611008044,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X611066534,(UME) Usaha Menengah,Stationaries/Office
X616051018,(UMI) Usaha Mikro,Restaurants
X607100470,(UMI) Usaha Mikro,Miscellaneous
X608048146,(UKE) Usaha Kecil,Health Service
X616051021,(UME) Usaha Menengah,Supermarket/Grocery Stores
X610027934,(UKE) Usaha Kecil,Restaurants
X609120821,(UMI) Usaha Mikro,Food & Beverages
X618088002,(UKE) Usaha Kecil,Restaurants
X615101062,(UME) Usaha Menengah,Restaurants
X608100821,(UME) Usaha Menengah,Entertainment
X610007351,(UKE) Usaha Kecil,Hotels & Motels
X614097532,(UMI) Usaha Mikro,Restaurants
X604004295,(UKE) Usaha Kecil,Restaurants
X605068143,(UKE) Usaha Kecil,Miscellaneous
X614121494,(UMI) Usaha Mikro,Hotels & Motels
X607091245,(UME) Usaha Menengah,Restaurants
X604128967,(UKE) Usaha Kecil,Entertainment
X618088117,(UKE) Usaha Kecil,Restaurants
X617097724,(UME) Usaha Menengah,Transportation
X611066536,(UKE) Usaha Kecil,Community Agencies
X609120831,(UKE) Usaha Kecil,Food & Beverages
X609120834,(UMI) Usaha Mikro,Clothing
X607101051,(UMI) Usaha Mikro,Restaurants
X618088020,(UKE) Usaha Kecil,Home Furnishing
X605045913,(UMI) Usaha Mikro,Home Furnishing
X607100798,(UMI) Usaha Mikro,Miscellaneous
X602075443,(UMI) Usaha Mikro,Clothing
X607100909,(UKE) Usaha Kecil,Entertainment
X603061498,(UMI) Usaha Mikro,Restaurants
X618089498,(UME) Usaha Menengah,Supermarket/Grocery Stores
X618089569,(UME) Usaha Menengah,Supermarket/Grocery Stores
X618088125,(UMI) Usaha Mikro,Restaurants
X617097926,(UME) Usaha Menengah,Restaurants
X215900532,(UBE) Usaha Besar,Restaurants
X214900943,(UBE) Usaha Besar,Restaurants
X214900955,(UBE) Usaha Besar,Restaurants
X214900957,(UBE) Usaha Besar,Restaurants
X215900537,(UBE) Usaha Besar,Restaurants
X215900546,(UBE) Usaha Besar,Restaurants
X215900548,(UBE) Usaha Besar,Restaurants
X210900281,(UBE) Usaha Besar,Restaurants
X210900282,(UBE) Usaha Besar,Restaurants
X214900975,(UBE) Usaha Besar,Restaurants
X214900999,(UBE) Usaha Besar,Restaurants
X214901002,(UBE) Usaha Besar,Restaurants
X210900291,(UBE) Usaha Besar,Restaurants
X214901008,(UBE) Usaha Besar,Restaurants
X212900236,(UBE) Usaha Besar,Restaurants
X215900580,(UBE) Usaha Besar,Restaurants
X214901021,(UBE) Usaha Besar,Restaurants
X215900584,(UBE) Usaha Besar,Restaurants
X210900294,(UBE) Usaha Besar,Restaurants
X215900586,(UBE) Usaha Besar,Restaurants
X210900296,(UBE) Usaha Besar,Restaurants
X215900590,(UBE) Usaha Besar,Restaurants
X215900598,(UBE) Usaha Besar,Restaurants
X214901037,(UBE) Usaha Besar,Restaurants
X215900602,(UBE) Usaha Besar,Restaurants
X215900607,(UBE) Usaha Besar,Restaurants
X210900308,(UBE) Usaha Besar,Restaurants
X214901026,(UBE) Usaha Besar,Restaurants
X210900297,(UBE) Usaha Besar,Restaurants
X214901033,(UBE) Usaha Besar,Restaurants
X214901004,(UBE) Usaha Besar,Restaurants
X210900292,(UBE) Usaha Besar,Restaurants
X214901051,(UBE) Usaha Besar,Restaurants
X212900256,(UBE) Usaha Besar,Restaurants
X610500423,(UBE) Usaha Besar,Restaurants
X610500426,(UBE) Usaha Besar,Restaurants
X610500427,(UBE) Usaha Besar,Restaurants
X615500321,(UBE) Usaha Besar,Restaurants
X614500279,(UBE) Usaha Besar,Restaurants
X614500280,(UBE) Usaha Besar,Restaurants
X614500284,(UBE) Usaha Besar,Restaurants
X614500286,(UBE) Usaha Besar,Restaurants
X614500288,(UBE) Usaha Besar,Restaurants
X614500289,(UBE) Usaha Besar,Restaurants
X614500298,(UBE) Usaha Besar,Restaurants
X614500300,(UBE) Usaha Besar,Restaurants
X610500434,(UBE) Usaha Besar,Restaurants
X614500308,(UBE) Usaha Besar,Restaurants
X615500330,(UBE) Usaha Besar,Restaurants
X614500313,(UBE) Usaha Besar,Restaurants
X614500317,(UBE) Usaha Besar,Restaurants
X615500333,(UBE) Usaha Besar,Restaurants
X614500324,(UBE) Usaha Besar,Restaurants
X614500328,(UBE) Usaha Besar,Restaurants
X614500330,(UBE) Usaha Besar,Restaurants
X614500332,(UBE) Usaha Besar,Restaurants
X615500348,(UBE) Usaha Besar,Restaurants
X614500334,(UBE) Usaha Besar,Restaurants
X610500440,(UBE) Usaha Besar,Restaurants
X614500337,(UBE) Usaha Besar,Restaurants
X614500352,(UBE) Usaha Besar,Restaurants
X612500093,(UBE) Usaha Besar,Restaurants
X614500355,(UBE) Usaha Besar,Restaurants
X610500447,(UBE) Usaha Besar,Restaurants
X614500359,(UBE) Usaha Besar,Restaurants
X615500367,(UBE) Usaha Besar,Restaurants
X615500369,(UBE) Usaha Besar,Restaurants
X614500365,(UBE) Usaha Besar,Restaurants
X614500368,(UBE) Usaha Besar,Restaurants
X614500369,(UBE) Usaha Besar,Restaurants
X614500371,(UBE) Usaha Besar,Restaurants
X612500097,(UBE) Usaha Besar,Restaurants
X612500099,(UBE) Usaha Besar,Restaurants
X612500108,(UBE) Usaha Besar,Restaurants
X615500384,(UBE) Usaha Besar,Restaurants
X612500109,(UBE) Usaha Besar,Restaurants
X614500387,(UBE) Usaha Besar,Restaurants
X612500114,(UBE) Usaha Besar,Restaurants
X614500389,(UBE) Usaha Besar,Restaurants
X614500386,(UBE) Usaha Besar,Restaurants
X614500381,(UBE) Usaha Besar,Restaurants
X615500374,(UBE) Usaha Besar,Restaurants
X615500376,(UBE) Usaha Besar,Restaurants
X614500385,(UBE) Usaha Besar,Restaurants
X612500106,(UBE) Usaha Besar,Restaurants
X614500383,(UBE) Usaha Besar,Restaurants
X615500396,(UBE) Usaha Besar,Restaurants
X615500395,(UBE) Usaha Besar,Restaurants
X614500396,(UBE) Usaha Besar,Restaurants
X610500458,(UBE) Usaha Besar,Restaurants
X614500390,(UBE) Usaha Besar,Restaurants
X610500457,(UBE) Usaha Besar,Restaurants
X614500402,(UBE) Usaha Besar,Restaurants
X614500403,(UBE) Usaha Besar,Restaurants
X615500401,(UBE) Usaha Besar,Restaurants
X615500400,(UBE) Usaha Besar,Restaurants
X610500463,(UBE) Usaha Besar,Restaurants
X614500398,(UBE) Usaha Besar,Restaurants
X610500465,(UBE) Usaha Besar,Restaurants
X615500410,(UBE) Usaha Besar,Restaurants
X614500408,(UBE) Usaha Besar,Restaurants
X614500413,(UBE) Usaha Besar,Restaurants
X610500471,(UBE) Usaha Besar,Restaurants
X615500412,(UBE) Usaha Besar,Restaurants
X615500417,(UBE) Usaha Besar,Restaurants
X615500414,(UBE) Usaha Besar,Restaurants
X615500416,(UBE) Usaha Besar,Restaurants
X612500125,(UBE) Usaha Besar,Restaurants
X615500408,(UBE) Usaha Besar,Restaurants
X610500467,(UBE) Usaha Besar,Restaurants
X614500409,(UBE) Usaha Besar,Restaurants
X614500410,(UBE) Usaha Besar,Restaurants
X615500409,(UBE) Usaha Besar,Restaurants
X614500411,(UBE) Usaha Besar,Restaurants
X612500129,(UBE) Usaha Besar,Restaurants
X606500245,(UBE) Usaha Besar,Restaurants
X606500246,(UBE) Usaha Besar,Restaurants
X609500237,(UBE) Usaha Besar,Restaurants
X606500247,(UBE) Usaha Besar,Restaurants
X606500214,(UBE) Usaha Besar,Restaurants
X602500219,(UBE) Usaha Besar,Restaurants
X606500215,(UBE) Usaha Besar,Restaurants
X606500216,(UBE) Usaha Besar,Restaurants
X618500110,(UBE) Usaha Besar,Restaurants
X618500109,(UBE) Usaha Besar,Restaurants
X603500094,(UBE) Usaha Besar,Restaurants
X618500111,(UBE) Usaha Besar,Restaurants
X605500072,(UBE) Usaha Besar,Restaurants
X611500108,(UBE) Usaha Besar,Restaurants
X611500109,(UBE) Usaha Besar,Restaurants
X617500163,(UBE) Usaha Besar,Restaurants
X606500217,(UBE) Usaha Besar,Restaurants
X601500095,(UBE) Usaha Besar,Restaurants
X602500170,(UBE) Usaha Besar,Restaurants
X609500206,(UBE) Usaha Besar,Restaurants
X609500205,(UBE) Usaha Besar,Restaurants
X604500308,(UBE) Usaha Besar,Restaurants
X606500219,(UBE) Usaha Besar,Restaurants
X609500204,(UBE) Usaha Besar,Restaurants
X602500172,(UBE) Usaha Besar,Restaurants
X609500207,(UBE) Usaha Besar,Restaurants
X609500209,(UBE) Usaha Besar,Restaurants
X606500220,(UBE) Usaha Besar,Restaurants
X606500221,(UBE) Usaha Besar,Restaurants
X606500222,(UBE) Usaha Besar,Restaurants
X602500173,(UBE) Usaha Besar,Restaurants
X608500720,(UBE) Usaha Besar,Restaurants
X614500422,(UBE) Usaha Besar,Restaurants
X607500155,(UBE) Usaha Besar,Restaurants
X617500181,(UBE) Usaha Besar,Restaurants
X607500156,(UBE) Usaha Besar,Restaurants
X607500157,(UBE) Usaha Besar,Restaurants
X601500098,(UBE) Usaha Besar,Restaurants
X601500099,(UBE) Usaha Besar,Restaurants
X609500211,(UBE) Usaha Besar,Restaurants
X604500311,(UBE) Usaha Besar,Restaurants
X609500213,(UBE) Usaha Besar,Restaurants
X603500091,(UBE) Usaha Besar,Restaurants
X606500223,(UBE) Usaha Besar,Restaurants
X606500225,(UBE) Usaha Besar,Restaurants
X609500214,(UBE) Usaha Besar,Restaurants
X604500312,(UBE) Usaha Besar,Restaurants
X608500721,(UBE) Usaha Besar,Restaurants
X609500217,(UBE) Usaha Besar,Restaurants
X606500226,(UBE) Usaha Besar,Restaurants
X609500219,(UBE) Usaha Besar,Restaurants
X603500095,(UBE) Usaha Besar,Restaurants
X604500314,(UBE) Usaha Besar,Restaurants
X609500222,(UBE) Usaha Besar,Restaurants
X604500315,(UBE) Usaha Besar,Restaurants
X611500105,(UBE) Usaha Besar,Restaurants
X603500099,(UBE) Usaha Besar,Restaurants
X615500425,(UBE) Usaha Besar,Restaurants
X603500100,(UBE) Usaha Besar,Restaurants
X603500101,(UBE) Usaha Besar,Restaurants
X601500106,(UBE) Usaha Besar,Restaurants
X601500108,(UBE) Usaha Besar,Restaurants
X605500071,(UBE) Usaha Besar,Restaurants
X603500103,(UBE) Usaha Besar,Restaurants
X604500325,(UBE) Usaha Besar,Restaurants
X608500723,(UBE) Usaha Besar,Restaurants
X605500074,(UBE) Usaha Besar,Restaurants
X602500193,(UBE) Usaha Besar,Restaurants
X604500324,(UBE) Usaha Besar,Restaurants
X601500110,(UBE) Usaha Besar,Restaurants
X609500228,(UBE) Usaha Besar,Restaurants
X606500229,(UBE) Usaha Besar,Restaurants
X601500113,(UBE) Usaha Besar,Restaurants
X604500327,(UBE) Usaha Besar,Restaurants
X617500195,(UBE) Usaha Besar,Restaurants
X603500107,(UBE) Usaha Besar,Restaurants
X605500075,(UBE) Usaha Besar,Restaurants
X604500331,(UBE) Usaha Besar,Restaurants
X603500108,(UBE) Usaha Besar,Restaurants
X608500739,(UBE) Usaha Besar,Restaurants
X608500737,(UBE) Usaha Besar,Restaurants
X608500734,(UBE) Usaha Besar,Restaurants
X604500334,(UBE) Usaha Besar,Restaurants
X608500732,(UBE) Usaha Besar,Restaurants
X603500110,(UBE) Usaha Besar,Restaurants
X618500114,(UBE) Usaha Besar,Restaurants
X616500027,(UBE) Usaha Besar,Restaurants
X608500731,(UBE) Usaha Besar,Restaurants
X608500730,(UBE) Usaha Besar,Restaurants
X608500729,(UBE) Usaha Besar,Restaurants
X609500230,(UBE) Usaha Besar,Restaurants
X604500333,(UBE) Usaha Besar,Restaurants
X604500339,(UBE) Usaha Besar,Restaurants
X609500231,(UBE) Usaha Besar,Restaurants
X616500028,(UBE) Usaha Besar,Restaurants
X617500162,(UBE) Usaha Besar,Restaurants
X609500176,(UBE) Usaha Besar,Restaurants
X603500113,(UBE) Usaha Besar,Restaurants
X606500236,(UBE) Usaha Besar,Restaurants
X603500082,(UBE) Usaha Besar,Restaurants
X602500196,(UBE) Usaha Besar,Restaurants
X611500086,(UBE) Usaha Besar,Restaurants
X604500342,(UBE) Usaha Besar,Restaurants
X616500020,(UBE) Usaha Besar,Restaurants
X608500700,(UBE) Usaha Besar,Restaurants
X608500701,(UBE) Usaha Besar,Restaurants
X602500197,(UBE) Usaha Besar,Restaurants
X609500233,(UBE) Usaha Besar,Restaurants
X618500100,(UBE) Usaha Besar,Restaurants
X603500115,(UBE) Usaha Besar,Restaurants
X607500139,(UBE) Usaha Besar,Restaurants
X609500178,(UBE) Usaha Besar,Restaurants
X608500705,(UBE) Usaha Besar,Restaurants
X611500087,(UBE) Usaha Besar,Restaurants
X608500709,(UBE) Usaha Besar,Restaurants
X606500211,(UBE) Usaha Besar,Restaurants
X604500352,(UBE) Usaha Besar,Restaurants
X603500119,(UBE) Usaha Besar,Restaurants
X618500101,(UBE) Usaha Besar,Restaurants
X608500710,(UBE) Usaha Besar,Restaurants
X611500088,(UBE) Usaha Besar,Restaurants
X617500205,(UBE) Usaha Besar,Restaurants
X605500078,(UBE) Usaha Besar,Restaurants
X614500417,(UBE) Usaha Besar,Restaurants
X607500142,(UBE) Usaha Besar,Restaurants
X611500089,(UBE) Usaha Besar,Restaurants
X611500092,(UBE) Usaha Besar,Restaurants
X616500021,(UBE) Usaha Besar,Restaurants
X606500238,(UBE) Usaha Besar,Restaurants
X606500240,(UBE) Usaha Besar,Restaurants
X609500234,(UBE) Usaha Besar,Restaurants
X601500123,(UBE) Usaha Besar,Restaurants
X609500235,(UBE) Usaha Besar,Restaurants
X616500022,(UBE) Usaha Besar,Restaurants
X611500094,(UBE) Usaha Besar,Restaurants
X603500120,(UBE) Usaha Besar,Restaurants
X603500122,(UBE) Usaha Besar,Restaurants
X601500126,(UBE) Usaha Besar,Restaurants
X606500212,(UBE) Usaha Besar,Restaurants
X609500181,(UBE) Usaha Besar,Restaurants
X607500143,(UBE) Usaha Besar,Restaurants
X605500080,(UBE) Usaha Besar,Restaurants
X609500184,(UBE) Usaha Besar,Restaurants
X606500242,(UBE) Usaha Besar,Restaurants
X602500205,(UBE) Usaha Besar,Restaurants
X601500094,(UBE) Usaha Besar,Restaurants
X603500123,(UBE) Usaha Besar,Restaurants
X603500124,(UBE) Usaha Besar,Restaurants
X607500144,(UBE) Usaha Besar,Restaurants
X611500095,(UBE) Usaha Besar,Restaurants
X611500096,(UBE) Usaha Besar,Restaurants
X602500209,(UBE) Usaha Besar,Restaurants
X605500082,(UBE) Usaha Besar,Restaurants
X607500146,(UBE) Usaha Besar,Restaurants
X609500188,(UBE) Usaha Besar,Restaurants
X608500712,(UBE) Usaha Besar,Restaurants
X605500083,(UBE) Usaha Besar,Restaurants
X609500189,(UBE) Usaha Besar,Restaurants
X607500147,(UBE) Usaha Besar,Restaurants
X603500125,(UBE) Usaha Besar,Restaurants
X606500213,(UBE) Usaha Besar,Restaurants
X604500297,(UBE) Usaha Besar,Restaurants
X609500190,(UBE) Usaha Besar,Restaurants
X605500084,(UBE) Usaha Besar,Restaurants
X605500085,(UBE) Usaha Besar,Restaurants
X609500236,(UBE) Usaha Besar,Restaurants
X618500103,(UBE) Usaha Besar,Restaurants
X617500167,(UBE) Usaha Besar,Restaurants
X602500212,(UBE) Usaha Besar,Restaurants
X617500169,(UBE) Usaha Besar,Restaurants
X601500129,(UBE) Usaha Besar,Restaurants
X603500128,(UBE) Usaha Besar,Restaurants
X614500418,(UBE) Usaha Besar,Restaurants
X602500213,(UBE) Usaha Besar,Restaurants
X605500063,(UBE) Usaha Besar,Restaurants
X604500299,(UBE) Usaha Besar,Restaurants
X604500300,(UBE) Usaha Besar,Restaurants
X606500248,(UBE) Usaha Besar,Restaurants
X606500249,(UBE) Usaha Besar,Restaurants
X604500302,(UBE) Usaha Besar,Restaurants
X618500105,(UBE) Usaha Besar,Restaurants
X618500106,(UBE) Usaha Besar,Restaurants
X603500129,(UBE) Usaha Besar,Restaurants
X607500148,(UBE) Usaha Besar,Restaurants
X608500715,(UBE) Usaha Besar,Restaurants
X616500023,(UBE) Usaha Besar,Restaurants
X616500024,(UBE) Usaha Besar,Restaurants
X605500064,(UBE) Usaha Besar,Restaurants
X607500151,(UBE) Usaha Besar,Restaurants
X609500195,(UBE) Usaha Besar,Restaurants
X609500196,(UBE) Usaha Besar,Restaurants
X609500197,(UBE) Usaha Besar,Restaurants
X618500107,(UBE) Usaha Besar,Restaurants
X608500716,(UBE) Usaha Besar,Restaurants
X616500025,(UBE) Usaha Besar,Restaurants
X604500362,(UBE) Usaha Besar,Restaurants
X604500363,(UBE) Usaha Besar,Restaurants
X604500364,(UBE) Usaha Besar,Restaurants
X618500108,(UBE) Usaha Besar,Restaurants
X603500130,(UBE) Usaha Besar,Restaurants
X614500419,(UBE) Usaha Besar,Restaurants
X608500743,(UBE) Usaha Besar,Restaurants
X601500136,(UBE) Usaha Besar,Restaurants
X601500137,(UBE) Usaha Besar,Restaurants
X601500138,(UBE) Usaha Besar,Restaurants
X608500717,(UBE) Usaha Besar,Restaurants
X603500084,(UBE) Usaha Besar,Restaurants
X603500085,(UBE) Usaha Besar,Restaurants
X617500171,(UBE) Usaha Besar,Restaurants
X617500173,(UBE) Usaha Besar,Restaurants
X617500174,(UBE) Usaha Besar,Restaurants
X617500176,(UBE) Usaha Besar,Restaurants
X601500139,(UBE) Usaha Besar,Restaurants
X603500086,(UBE) Usaha Besar,Restaurants
X603500088,(UBE) Usaha Besar,Restaurants
X608500745,(UBE) Usaha Besar,Restaurants
X608500746,(UBE) Usaha Besar,Restaurants
X609500239,(UBE) Usaha Besar,Restaurants
X605500066,(UBE) Usaha Besar,Restaurants
X601500145,(UBE) Usaha Besar,Restaurants
X608500718,(UBE) Usaha Besar,Restaurants
X602500223,(UBE) Usaha Besar,Restaurants
X603500089,(UBE) Usaha Besar,Restaurants
X609500200,(UBE) Usaha Besar,Restaurants
X602500225,(UBE) Usaha Besar,Restaurants
X608500752,(UBE) Usaha Besar,Restaurants
X608500753,(UBE) Usaha Besar,Restaurants
X606500255,(UBE) Usaha Besar,Restaurants
X616500026,(UBE) Usaha Besar,Restaurants
X601500152,(UBE) Usaha Besar,Restaurants
X601500153,(UBE) Usaha Besar,Restaurants
X608500754,(UBE) Usaha Besar,Restaurants
X602500214,(UBE) Usaha Besar,Restaurants
X603500093,(UBE) Usaha Besar,Restaurants
X617097881,(UMI) Usaha Mikro,Entertainment
X611500097,(UBE) Usaha Besar,Restaurants
X611500098,(UBE) Usaha Besar,Restaurants
X614500424,(UBE) Usaha Besar,Restaurants
X604500316,(UBE) Usaha Besar,Restaurants
X617097901,(UME) Usaha Menengah,Restaurants
X617097902,(UME) Usaha Menengah,Miscellaneous
X616051014,(UMI) Usaha Mikro,Transportation
X615101117,(UME) Usaha Menengah,Restaurants
X610109854,(UKE) Usaha Kecil,Miscellaneous
X606008532,(UMI) Usaha Mikro,Restaurants
X609120892,(UMI) Usaha Mikro,Restaurants
X609120888,(UMI) Usaha Mikro,Restaurants
X616011356,(UMI) Usaha Mikro,Miscellaneous
X605046711,(UMI) Usaha Mikro,Community Agencies
X603061512,(UKE) Usaha Kecil,Restaurants
X602050519,(UMI) Usaha Mikro,Restaurants
X608099235,(UMI) Usaha Mikro,Miscellaneous
X617097909,(UMI) Usaha Mikro,Restaurants
X604129327,(UKE) Usaha Kecil,Clothing
X617097986,(UME) Usaha Menengah,Restaurants
X605068226,(UME) Usaha Menengah,Restaurants
X608101046,(UME) Usaha Menengah,Entertainment
X202034757,(UBE) Usaha Besar,Restaurants
X201178662,(UBE) Usaha Besar,Restaurants
X202034831,(UBE) Usaha Besar,Restaurants
X202034898,(UBE) Usaha Besar,Restaurants
X217201011,(UBE) Usaha Besar,Restaurants
X209208321,(UBE) Usaha Besar,Restaurants
X217201052,(UBE) Usaha Besar,Restaurants
X214482572,(UBE) Usaha Besar,Restaurants
X201178795,(UBE) Usaha Besar,Restaurants
X201178787,(UBE) Usaha Besar,Restaurants
X201178779,(UBE) Usaha Besar,Restaurants
X206182826,(UBE) Usaha Besar,Restaurants
X209208396,(UBE) Usaha Besar,Restaurants
X204205447,(UBE) Usaha Besar,Restaurants
X204205454,(UBE) Usaha Besar,Restaurants
X217201193,(UBE) Usaha Besar,Restaurants
X201178837,(UBE) Usaha Besar,Restaurants
X205045008,(UBE) Usaha Besar,Restaurants
X218164390,(UBE) Usaha Besar,Restaurants
X202034997,(UBE) Usaha Besar,Restaurants
X204900698,(UBE) Usaha Besar,Restaurants
X204900699,(UBE) Usaha Besar,Restaurants
X204900701,(UBE) Usaha Besar,Restaurants
X203053509,(UBE) Usaha Besar,Restaurants
X217201268,(UBE) Usaha Besar,Restaurants
X211145313,(UBE) Usaha Besar,Restaurants
X211145321,(UBE) Usaha Besar,Restaurants
X209900486,(UBE) Usaha Besar,Restaurants
X209900487,(UBE) Usaha Besar,Restaurants
X206182990,(UBE) Usaha Besar,Restaurants
X205045065,(UBE) Usaha Besar,Restaurants
X208231480,(UBE) Usaha Besar,Restaurants
X208900445,(UBE) Usaha Besar,Restaurants
X208900446,(UBE) Usaha Besar,Restaurants
X201178498,(UBE) Usaha Besar,Restaurants
X203900538,(UBE) Usaha Besar,Restaurants
X202035135,(UBE) Usaha Besar,Restaurants
X218164432,(UBE) Usaha Besar,Restaurants
X217900385,(UBE) Usaha Besar,Restaurants
X205045115,(UBE) Usaha Besar,Restaurants
X204900715,(UBE) Usaha Besar,Restaurants
X208900448,(UBE) Usaha Besar,Restaurants
X217900391,(UBE) Usaha Besar,Restaurants
X218164481,(UBE) Usaha Besar,Restaurants
X203900545,(UBE) Usaha Besar,Restaurants
X201900260,(UBE) Usaha Besar,Restaurants
X202900223,(UBE) Usaha Besar,Restaurants
X203900549,(UBE) Usaha Besar,Restaurants
X201900262,(UBE) Usaha Besar,Restaurants
X201900265,(UBE) Usaha Besar,Restaurants
X201900266,(UBE) Usaha Besar,Restaurants
X202900225,(UBE) Usaha Besar,Restaurants
X209900510,(UBE) Usaha Besar,Restaurants
X201900270,(UBE) Usaha Besar,Restaurants
X205045164,(UBE) Usaha Besar,Restaurants
X202034872,(UBE) Usaha Besar,Restaurants
X202034880,(UBE) Usaha Besar,Restaurants
X217201250,(UBE) Usaha Besar,Restaurants
X209900496,(UBE) Usaha Besar,Restaurants
X215339300,(UBE) Usaha Besar,Restaurants
X215339326,(UBE) Usaha Besar,Restaurants
X201900256,(UBE) Usaha Besar,Restaurants
X201900254,(UBE) Usaha Besar,Restaurants
X607100920,(UKE) Usaha Kecil,Restaurants
X609120900,(UMI) Usaha Mikro,Community Agencies
X608099919,(UMI) Usaha Mikro,Miscellaneous
X611061796,(UMI) Usaha Mikro,Restaurants
X611061798,(UMI) Usaha Mikro,Restaurants
X617097991,(UME) Usaha Menengah,Entertainment
X606064783,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X612094435,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X612094436,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X612094437,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X608048267,(UBE) Usaha Besar,Hotels & Motels
X616051034,(UMI) Usaha Mikro,Miscellaneous
X609120725,(UKE) Usaha Kecil,Food & Beverages
X205001446,(UME) Usaha Menengah,Automobiles And Vehicles
X605068247,(UKE) Usaha Kecil,Restaurants
X617098053,(UME) Usaha Menengah,Entertainment
X608099700,(UKE) Usaha Kecil,Restaurants
X607101744,(UME) Usaha Menengah,Food & Beverages
X617097843,(UME) Usaha Menengah,Supermarket/Grocery Stores
X617097844,(UME) Usaha Menengah,Supermarket/Grocery Stores
X606067823,(UMI) Usaha Mikro,Clothing
X607101713,(UKE) Usaha Kecil,Restaurants
X605068254,(UKE) Usaha Kecil,Restaurants
X617098022,(UBE) Usaha Besar,Entertainment
X607101314,(UME) Usaha Menengah,Restaurants
X611008026,(UKE) Usaha Kecil,Restaurants
X617098070,(UME) Usaha Menengah,Restaurants
X603103350,(UMI) Usaha Mikro,Clothing
X610109860,(UMI) Usaha Mikro,Restaurants
X605068282,(UMI) Usaha Mikro,Restaurants
X615101376,(UKE) Usaha Kecil,Restaurants
X210340584,(UBE) Usaha Besar,Restaurants
X617098092,(UME) Usaha Menengah,Restaurants
X617098094,(UME) Usaha Menengah,Miscellaneous
X617097889,(UKE) Usaha Kecil,Miscellaneous
X611061735,(UMI) Usaha Mikro,Hotels & Motels
X608101083,(UME) Usaha Menengah,Restaurants
X609120968,(UMI) Usaha Mikro,Restaurants
X609120973,(UMI) Usaha Mikro,Food & Beverages
X615101422,(UKE) Usaha Kecil,Transportation
X605039389,(UMI) Usaha Mikro,Food & Beverages
X602010587,(UMI) Usaha Mikro,Restaurants
X609121113,(UKE) Usaha Kecil,Restaurants
X609121064,(UMI) Usaha Mikro,Clothing
X609121037,(UMI) Usaha Mikro,Food & Beverages
